Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre
2021,Spider-Man: No Way Home,5083.954,8940,popular,Action
2021,Spider-Man: No Way Home,5083.954,8940,popular,Adventure
2021,Spider-Man: No Way Home,5083.954,8940,popular,Science Fiction
2022,The Batman,3827.658,1151,popular,Crime
2022,The Batman,3827.658,1151,popular,Mystery
2022,The Batman,3827.658,1151,popular,Thriller
2022,No Exit,2618.087,122,below_avg,Thriller
2021,Encanto,2402.201,5076,popular,Animation
2021,Encanto,2402.201,5076,popular,Comedy
2021,Encanto,2402.201,5076,popular,Family
2021,Encanto,2402.201,5076,popular,Fantasy
2021,The King's Man,1895.511,1793,average,Action
2021,The King's Man,1895.511,1793,average,Adventure
2021,The King's Man,1895.511,1793,average,Thriller
2021,The King's Man,1895.511,1793,average,War
2022,The Commando,1750.484,33,average,Action
2022,The Commando,1750.484,33,average,Crime
2022,The Commando,1750.484,33,average,Thriller
2022,Scream,1675.161,821,average,Horror
2022,Scream,1675.161,821,average,Mystery
2022,Scream,1675.161,821,average,Thriller
2022,Kimi,1601.782,206,below_avg,Thriller
2022,Fistful of Vengeance,1594.013,114,not_popular,Action
2022,Fistful of Vengeance,1594.013,114,not_popular,Crime
2022,Fistful of Vengeance,1594.013,114,not_popular,Fantasy
2021,Eternals,1537.406,4726,popular,Science Fiction
2022,Pursuit,1500.523,16,not_popular,Action
2022,Pursuit,1500.523,16,not_popular,Crime
2022,Pursuit,1500.523,16,not_popular,Thriller
2021,My Hero Academia: World Heroes' Mission,1485.064,100,popular,Animation
2021,My Hero Academia: World Heroes' Mission,1485.064,100,popular,Action
2021,My Hero Academia: World Heroes' Mission,1485.064,100,popular,Fantasy
2021,My Hero Academia: World Heroes' Mission,1485.064,100,popular,Adventure
2022,Restless,1468.377,107,not_popular,Action
2022,Restless,1468.377,107,not_popular,Thriller
2022,Restless,1468.377,107,not_popular,Crime
2021,Nightmare Alley,1455.144,952,average,Crime
2021,Nightmare Alley,1455.144,952,average,Drama
2021,Nightmare Alley,1455.144,952,average,Thriller
2022,The Ice Age Adventures of Buck Wild,1431.307,737,average,Animation
2022,The Ice Age Adventures of Buck Wild,1431.307,737,average,Comedy
2022,The Ice Age Adventures of Buck Wild,1431.307,737,average,Adventure
2022,The Ice Age Adventures of Buck Wild,1431.307,737,average,Family
2022,Hotel Transylvania: Transformania,1373.778,288,average,Animation
2022,Hotel Transylvania: Transformania,1373.778,288,average,Family
2022,Hotel Transylvania: Transformania,1373.778,288,average,Fantasy
2022,Hotel Transylvania: Transformania,1373.778,288,average,Comedy
2022,Hotel Transylvania: Transformania,1373.778,288,average,Adventure
2022,Texas Chainsaw Massacre,1312.79,521,not_popular,Horror
2022,The Requin,1252.317,65,not_popular,Thriller
2022,Looop Lapeta,1240.946,31,below_avg,Action
2022,Looop Lapeta,1240.946,31,below_avg,Comedy
2022,Looop Lapeta,1240.946,31,below_avg,Crime
2021,Red Notice,1178.544,3193,average,Action
2021,Red Notice,1178.544,3193,average,Comedy
2021,Red Notice,1178.544,3193,average,Crime
2021,Red Notice,1178.544,3193,average,Thriller
2021,Sing 2,1112.9,2172,popular,Animation
2021,Sing 2,1112.9,2172,popular,Comedy
2021,Sing 2,1112.9,2172,popular,Family
2021,Sing 2,1112.9,2172,popular,Music
2022,The Jack in the Box: Awakening,1096.79,43,not_popular,Horror
2021,Venom: Let There Be Carnage,1053.615,6539,average,Science Fiction
2021,Venom: Let There Be Carnage,1053.615,6539,average,Action
2021,Venom: Let There Be Carnage,1053.615,6539,average,Adventure
2021,The Matrix Resurrections,941.024,3160,average,Science Fiction
2021,The Matrix Resurrections,941.024,3160,average,Action
2021,The Matrix Resurrections,941.024,3160,average,Adventure
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,below_avg,Horror
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,below_avg,Action
2021,Resident Evil: Welcome to Raccoon City,881.086,1312,below_avg,Science Fiction
2021,Last Man Down,869.605,318,below_avg,Action
2021,Last Man Down,869.605,318,below_avg,Thriller
2022,American Siege,867.326,49,not_popular,Action
2022,American Siege,867.326,49,not_popular,Thriller
2022,American Siege,867.326,49,not_popular,Crime
2022,American Siege,867.326,49,not_popular,Drama
2022,Uncharted,866.391,691,average,Action
2022,Uncharted,866.391,691,average,Adventure
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,popular,Animation
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,popular,Action
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,popular,Adventure
2020,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,845.992,2224,popular,Fantasy
2021,Ghostbusters: Afterlife,839.904,2225,popular,Fantasy
2021,Ghostbusters: Afterlife,839.904,2225,popular,Comedy
2021,Ghostbusters: Afterlife,839.904,2225,popular,Adventure
2022,The 355,781.748,313,below_avg,Action
2022,The 355,781.748,313,below_avg,Thriller
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,popular,Action
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,popular,Adventure
2021,Shang-Chi and the Legend of the Ten Rings,769.185,5845,popular,Fantasy
2022,Marry Me,761.793,230,average,Romance
2022,Marry Me,761.793,230,average,Comedy
2022,Marry Me,761.793,230,average,Music
2022,The Hunting,761.127,10,not_popular,Horror
2021,West Side Story,678.186,562,popular,Drama
2021,West Side Story,678.186,562,popular,Romance
2021,West Side Story,678.186,562,popular,Crime
2022,Through My Window,659.105,1331,popular,Romance
2022,Through My Window,659.105,1331,popular,Drama
2021,The Seven Deadly Sins: Cursed by Light,647.54,312,popular,Animation
2021,The Seven Deadly Sins: Cursed by Light,647.54,312,popular,Fantasy
2021,One Shot,622.24,382,average,Action
2022,Tom and Jerry: Cowboy Up!,614.11,163,average,Animation
2022,Tom and Jerry: Cowboy Up!,614.11,163,average,Comedy
2022,Tom and Jerry: Cowboy Up!,614.11,163,average,Family
2022,Tom and Jerry: Cowboy Up!,614.11,163,average,Western
2020,Chernobyl: Abyss,601.958,314,below_avg,Drama
2020,Chernobyl: Abyss,601.958,314,below_avg,History
2020,Chernobyl: Abyss,601.958,314,below_avg,Adventure
2022,Desperate Riders,590.474,10,average,Western
2022,Desperate Riders,590.474,10,average,Action
2021,Clifford the Big Red Dog,585.011,1100,popular,Family
2021,Clifford the Big Red Dog,585.011,1100,popular,Adventure
2021,Clifford the Big Red Dog,585.011,1100,popular,Comedy
2021,Clifford the Big Red Dog,585.011,1100,popular,Fantasy
2022,Tyler Perry's A Madea Homecoming,577.591,42,average,Comedy
2021,The Boss Baby: Family Business,567.421,1785,popular,Animation
2021,The Boss Baby: Family Business,567.421,1785,popular,Comedy
2021,The Boss Baby: Family Business,567.421,1785,popular,Adventure
2021,The Boss Baby: Family Business,567.421,1785,popular,Family
2022,Turning Red,564.507,8,popular,Animation
2022,Turning Red,564.507,8,popular,Family
2022,Turning Red,564.507,8,popular,Comedy
2022,Turning Red,564.507,8,popular,Fantasy
2022,Brazen,553.141,211,not_popular,Thriller
2022,Brazen,553.141,211,not_popular,Mystery
2022,Brazen,553.141,211,not_popular,Drama
2022,The House,551.65,432,average,Animation
2022,The House,551.65,432,average,Drama
2022,The House,551.65,432,average,Comedy
2022,The House,551.65,432,average,Horror
2022,Blacklight,533.903,88,not_popular,Action
2022,Blacklight,533.903,88,not_popular,Thriller
2021,Ron's Gone Wrong,509.277,1000,popular,Animation
2021,Ron's Gone Wrong,509.277,1000,popular,Science Fiction
2021,Ron's Gone Wrong,509.277,1000,popular,Family
2021,Ron's Gone Wrong,509.277,1000,popular,Comedy
2021,Free Guy,447.872,5158,popular,Comedy
2021,Free Guy,447.872,5158,popular,Action
2021,Free Guy,447.872,5158,popular,Adventure
2021,Free Guy,447.872,5158,popular,Science Fiction
2021,Cruella,429.613,6675,popular,Comedy
2021,Cruella,429.613,6675,popular,Crime
2021,The Suicide Squad,424.983,5689,popular,Action
2021,The Suicide Squad,424.983,5689,popular,Adventure
2021,The Suicide Squad,424.983,5689,popular,Fantasy
2021,The Simpsons in Plusaversary,418.589,251,average,Animation
2021,The Simpsons in Plusaversary,418.589,251,average,Comedy
2021,The Simpsons in Plusaversary,418.589,251,average,Fantasy
2022,Forgive Us Our Trespasses,409.688,27,below_avg,Drama
2022,Forgive Us Our Trespasses,409.688,27,below_avg,War
2021,Luca,408.749,5886,popular,Animation
2021,Luca,408.749,5886,popular,Comedy
2021,Luca,408.749,5886,popular,Family
2021,Luca,408.749,5886,popular,Fantasy
2021,Mortal Kombat,402.273,4447,popular,Action
2021,Mortal Kombat,402.273,4447,popular,Fantasy
2021,Mortal Kombat,402.273,4447,popular,Adventure
2021,Zack Snyder's Justice League,398.461,7414,popular,Action
2021,Zack Snyder's Justice League,398.461,7414,popular,Adventure
2021,Zack Snyder's Justice League,398.461,7414,popular,Fantasy
2021,Zack Snyder's Justice League,398.461,7414,popular,Science Fiction
2021,Mother/Android,398.12,422,not_popular,Science Fiction
2021,Mother/Android,398.12,422,not_popular,Thriller
1986,Exploits of a Young Don Juan,396.948,88,not_popular,Comedy
1986,Exploits of a Young Don Juan,396.948,88,not_popular,Drama
2021,Dune,394.295,6237,popular,Science Fiction
2021,Dune,394.295,6237,popular,Adventure
2021,The Last Warrior: Root of Evil,391.957,89,average,Fantasy
2021,The Last Warrior: Root of Evil,391.957,89,average,Adventure
2021,The Last Warrior: Root of Evil,391.957,89,average,Comedy
2022,The Privilege,387.924,104,not_popular,Horror
2021,Queen of Spades,387.159,37,below_avg,Horror
2021,Antlers,380.88,544,below_avg,Drama
2021,Antlers,380.88,544,below_avg,Horror
2021,Antlers,380.88,544,below_avg,Mystery
2021,Dangerous,379.856,175,below_avg,Action
2021,Dangerous,379.856,175,below_avg,Thriller
2021,After We Fell,365.85,1563,popular,Romance
2021,After We Fell,365.85,1563,popular,Drama
2021,No Time to Die,360.164,3616,popular,Adventure
2021,No Time to Die,360.164,3616,popular,Action
2021,No Time to Die,360.164,3616,popular,Thriller
2021,Sooryavanshi,352.368,93,not_popular,Action
2021,Sooryavanshi,352.368,93,not_popular,Crime
2021,Sooryavanshi,352.368,93,not_popular,Thriller
2021,Finch,348.942,2075,popular,Science Fiction
2021,Finch,348.942,2075,popular,Drama
2021,Finch,348.942,2075,popular,Adventure
2021,Two,342.661,207,not_popular,Thriller
2021,Two,342.661,207,not_popular,Horror
2021,PAW Patrol: The Movie,339.374,855,popular,Animation
2021,PAW Patrol: The Movie,339.374,855,popular,Family
2021,PAW Patrol: The Movie,339.374,855,popular,Adventure
2021,PAW Patrol: The Movie,339.374,855,popular,Comedy
2018,Avengers: Infinity War,338.402,24079,popular,Adventure
2018,Avengers: Infinity War,338.402,24079,popular,Action
2018,Avengers: Infinity War,338.402,24079,popular,Science Fiction
1989,Batman,338.272,6109,popular,Fantasy
1989,Batman,338.272,6109,popular,Action
2021,Black Widow,337.651,7127,popular,Action
2021,Black Widow,337.651,7127,popular,Adventure
2021,Black Widow,337.651,7127,popular,Science Fiction
2022,The Wonderful Winter of Mickey Mouse,333.354,3,not_popular,Animation
2022,The Wonderful Winter of Mickey Mouse,333.354,3,not_popular,Comedy
2021,F9,331.944,5092,popular,Action
2021,F9,331.944,5092,popular,Crime
2021,F9,331.944,5092,popular,Thriller
2021,F9,331.944,5092,popular,Adventure
2022,Moonfall,328.678,186,not_popular,Action
2022,Moonfall,328.678,186,not_popular,Adventure
2022,Moonfall,328.678,186,not_popular,Science Fiction
2022,"Sex, Shame and Tears 2",325.624,5,not_popular,Comedy
2022,"Sex, Shame and Tears 2",325.624,5,not_popular,Drama
2021,Diary of a Wimpy Kid,324.706,189,below_avg,Animation
2021,Diary of a Wimpy Kid,324.706,189,below_avg,Comedy
2021,Diary of a Wimpy Kid,324.706,189,below_avg,Family
2022,AI Love You,317.643,16,not_popular,Comedy
2022,AI Love You,317.643,16,not_popular,Romance
2022,AI Love You,317.643,16,not_popular,Science Fiction
2022,Erax,317.102,12,not_popular,Mystery
2022,Erax,317.102,12,not_popular,Family
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,average,Animation
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,average,Action
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,average,Adventure
2020,Deathstroke: Knights & Dragons - The Movie,314.388,325,average,Science Fiction
2021,The Last Duel,312.916,1848,popular,Action
2021,The Last Duel,312.916,1848,popular,Drama
2021,The Last Duel,312.916,1848,popular,History
2022,The Pirates: The Last Royal Treasure,311.94,38,average,Action
2022,The Pirates: The Last Royal Treasure,311.94,38,average,Adventure
2022,The Pirates: The Last Royal Treasure,311.94,38,average,Comedy
2022,The Pirates: The Last Royal Treasure,311.94,38,average,History
2021,Paranormal Activity: Next of Kin,310.011,300,below_avg,Horror
2021,Paranormal Activity: Next of Kin,310.011,300,below_avg,Mystery
2021,Paranormal Activity: Next of Kin,310.011,300,below_avg,Thriller
2021,House of Gucci,308.214,1276,average,Drama
2021,House of Gucci,308.214,1276,average,Crime
2021,House of Gucci,308.214,1276,average,Thriller
2021,Dark Spell,308.037,80,average,Romance
2021,Dark Spell,308.037,80,average,Horror
2021,Dark Spell,308.037,80,average,Thriller
2021,Jungle Cruise,307.936,4034,popular,Action
2021,Jungle Cruise,307.936,4034,popular,Adventure
2021,Jungle Cruise,307.936,4034,popular,Comedy
2021,Jungle Cruise,307.936,4034,popular,Fantasy
2021,Godzilla vs. Kong,307.521,7681,popular,Action
2021,Godzilla vs. Kong,307.521,7681,popular,Fantasy
2021,Godzilla vs. Kong,307.521,7681,popular,Science Fiction
2012,The Amazing Spider-Man,306.376,14564,average,Action
2012,The Amazing Spider-Man,306.376,14564,average,Adventure
2012,The Amazing Spider-Man,306.376,14564,average,Fantasy
2022,Heart Shot,302.272,16,not_popular,Romance
2022,Heart Shot,302.272,16,not_popular,Crime
2009,Avatar,297.357,25011,popular,Action
2009,Avatar,297.357,25011,popular,Adventure
2009,Avatar,297.357,25011,popular,Fantasy
2009,Avatar,297.357,25011,popular,Science Fiction
2021,Mobile Suit Gundam Hathaway,292.604,77,popular,Animation
2021,Mobile Suit Gundam Hathaway,292.604,77,popular,Action
2021,Mobile Suit Gundam Hathaway,292.604,77,popular,Drama
2021,Mobile Suit Gundam Hathaway,292.604,77,popular,Science Fiction
2021,Army of Thieves,290.54,1167,average,Crime
2021,Army of Thieves,290.54,1167,average,Comedy
2022,UFO,290.481,15,not_popular,Drama
2022,UFO,290.481,15,not_popular,Romance
2022,The Weekend Away,290.206,119,not_popular,Thriller
2022,The Weekend Away,290.206,119,not_popular,Mystery
2020,The Croods: A New Age,284.798,2877,popular,Animation
2020,The Croods: A New Age,284.798,2877,popular,Family
2020,The Croods: A New Age,284.798,2877,popular,Adventure
2020,The Croods: A New Age,284.798,2877,popular,Fantasy
2020,The Croods: A New Age,284.798,2877,popular,Comedy
2021,Back to the Outback,282.246,341,popular,Animation
2021,Back to the Outback,282.246,341,popular,Family
2021,Back to the Outback,282.246,341,popular,Adventure
2021,Back to the Outback,282.246,341,popular,Comedy
2021,The Tomorrow War,282.068,5182,popular,Action
2021,The Tomorrow War,282.068,5182,popular,Science Fiction
2021,The Tomorrow War,282.068,5182,popular,Adventure
2022,Home Team,280.613,368,average,Family
2022,Home Team,280.613,368,average,Comedy
2021,The Fallout,279.344,130,popular,Drama
2021,Raya and the Last Dragon,277.59,5048,popular,Family
2021,Raya and the Last Dragon,277.59,5048,popular,Fantasy
2021,Raya and the Last Dragon,277.59,5048,popular,Animation
2021,Raya and the Last Dragon,277.59,5048,popular,Action
2021,Raya and the Last Dragon,277.59,5048,popular,Adventure
2021,Infinite,276.461,912,average,Science Fiction
2021,Infinite,276.461,912,average,Action
2021,Infinite,276.461,912,average,Thriller
2021,Wrath of Man,273.622,3376,popular,Action
2021,Wrath of Man,273.622,3376,popular,Crime
2021,Wrath of Man,273.622,3376,popular,Thriller
2021,Fortress,273.35,163,below_avg,Crime
2021,Fortress,273.35,163,below_avg,Action
2021,Fortress,273.35,163,below_avg,Thriller
2021,Space Jam: A New Legacy,271.573,2952,average,Family
2021,Space Jam: A New Legacy,271.573,2952,average,Animation
2021,Space Jam: A New Legacy,271.573,2952,average,Comedy
2021,Space Jam: A New Legacy,271.573,2952,average,Science Fiction
2022,Laura y el misterio del asesino inesperado,266.754,8,popular,TV Movie
2022,Laura y el misterio del asesino inesperado,266.754,8,popular,Mystery
2022,Laura y el misterio del asesino inesperado,266.754,8,popular,Thriller
2022,Laura y el misterio del asesino inesperado,266.754,8,popular,Comedy
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,popular,Horror
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,popular,Mystery
2021,The Conjuring: The Devil Made Me Do It,266.614,4233,popular,Thriller
2005,Batman Begins,265.806,17338,popular,Action
2005,Batman Begins,265.806,17338,popular,Crime
2005,Batman Begins,265.806,17338,popular,Drama
2022,The Royal Treatment,264.99,390,average,Romance
2022,The Royal Treatment,264.99,390,average,Comedy
2021,Ciao Alberto,261.672,412,popular,Animation
2021,Ciao Alberto,261.672,412,popular,Comedy
2021,Ciao Alberto,261.672,412,popular,Family
2021,Ciao Alberto,261.672,412,popular,Fantasy
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,popular,TV Movie
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,popular,Thriller
2021,Gone Mom: The Disappearance of Jennifer Dulos,257.852,113,popular,Crime
2021,Ripper Untold,257.473,75,average,Horror
2021,Meander,256.866,218,below_avg,Horror
2021,Meander,256.866,218,below_avg,Science Fiction
2021,Meander,256.866,218,below_avg,Drama
2021,Meander,256.866,218,below_avg,Thriller
2021,Zeros and Ones,256.443,117,not_popular,Thriller
2021,Zeros and Ones,256.443,117,not_popular,War
2021,Snake Eyes: G.I. Joe Origins,254.31,1028,average,Action
2021,Snake Eyes: G.I. Joe Origins,254.31,1028,average,Adventure
2021,Survive the Game,252.22,107,not_popular,Action
2021,Survive the Game,252.22,107,not_popular,Thriller
2021,Survive the Game,252.22,107,not_popular,Crime
2021,Riverdance: The Animated Adventure,250.831,28,not_popular,Animation
2021,Riverdance: The Animated Adventure,250.831,28,not_popular,Fantasy
2021,Riverdance: The Animated Adventure,250.831,28,not_popular,Music
2021,Riverdance: The Animated Adventure,250.831,28,not_popular,Adventure
2021,Riverdance: The Animated Adventure,250.831,28,not_popular,Comedy
2021,Riverdance: The Animated Adventure,250.831,28,not_popular,Family
2021,Apex,249.46,402,not_popular,Action
2021,Apex,249.46,402,not_popular,Thriller
2021,Apex,249.46,402,not_popular,Science Fiction
2022,The Tinder Swindler,246.652,455,average,Documentary
2022,The Tinder Swindler,246.652,455,average,Crime
2022,Love Tactics,244.573,83,average,Romance
2022,Love Tactics,244.573,83,average,Comedy
2021,The Addams Family 2,244.18,785,popular,Animation
2021,The Addams Family 2,244.18,785,popular,Adventure
2021,The Addams Family 2,244.18,785,popular,Comedy
2021,The Addams Family 2,244.18,785,popular,Family
2021,Dynasty Warriors,242.342,84,below_avg,Action
2021,Dynasty Warriors,242.342,84,below_avg,Adventure
2021,Dynasty Warriors,242.342,84,below_avg,Fantasy
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,popular,Animation
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,popular,Comedy
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,popular,Family
2021,Miraculous World: Shanghai – The Legend of Ladydragon,241.638,411,popular,Adventure
2020,"Miraculous World: New York, United HeroeZ",240.048,862,popular,Animation
2020,"Miraculous World: New York, United HeroeZ",240.048,862,popular,Family
2020,"Miraculous World: New York, United HeroeZ",240.048,862,popular,Comedy
2020,"Miraculous World: New York, United HeroeZ",240.048,862,popular,Adventure
2020,"Miraculous World: New York, United HeroeZ",240.048,862,popular,TV Movie
2022,Surviving Paradise: A Family Tale,240.002,7,average,Documentary
2019,My Hero Academia: Heroes Rising,239.599,890,popular,Animation
2019,My Hero Academia: Heroes Rising,239.599,890,popular,Action
2019,My Hero Academia: Heroes Rising,239.599,890,popular,Fantasy
2019,My Hero Academia: Heroes Rising,239.599,890,popular,Adventure
2021,Amina,237.262,92,below_avg,War
2021,Amina,237.262,92,below_avg,History
2021,Amina,237.262,92,below_avg,Drama
2021,Encounter,235.482,256,below_avg,Adventure
2021,Encounter,235.482,256,below_avg,Drama
2021,Son,232.494,90,below_avg,Horror
2021,Son,232.494,90,below_avg,Thriller
2020,Wonder Woman 1984,231.756,6599,average,Action
2020,Wonder Woman 1984,231.756,6599,average,Adventure
2020,Wonder Woman 1984,231.756,6599,average,Fantasy
2014,The Amazing Spider-Man 2,231.441,10763,below_avg,Action
2014,The Amazing Spider-Man 2,231.441,10763,below_avg,Adventure
2014,The Amazing Spider-Man 2,231.441,10763,below_avg,Fantasy
2021,The Whole Truth,231.334,109,below_avg,Horror
2022,Catwoman: Hunted,231.061,26,below_avg,Animation
2022,Catwoman: Hunted,231.061,26,below_avg,Action
2022,Catwoman: Hunted,231.061,26,below_avg,Crime
2016,Hacksaw Ridge,230.758,10667,popular,Drama
2016,Hacksaw Ridge,230.758,10667,popular,History
2016,Hacksaw Ridge,230.758,10667,popular,War
2021,Crazy Fist,230.547,44,popular,Action
2001,Harry Potter and the Philosopher's Stone,230.0,22210,popular,Adventure
2001,Harry Potter and the Philosopher's Stone,230.0,22210,popular,Fantasy
2012,The Avengers,229.772,26490,popular,Science Fiction
2012,The Avengers,229.772,26490,popular,Action
2012,The Avengers,229.772,26490,popular,Adventure
2021,Dragon Fury,229.215,34,below_avg,Horror
2021,Dragon Fury,229.215,34,below_avg,Fantasy
2021,Dragon Fury,229.215,34,below_avg,Mystery
2021,Tarumama,228.895,19,not_popular,Horror
2021,Tarumama,228.895,19,not_popular,Drama
2016,Doctor Strange,228.266,18471,popular,Action
2016,Doctor Strange,228.266,18471,popular,Adventure
2016,Doctor Strange,228.266,18471,popular,Fantasy
2016,Doctor Strange,228.266,18471,popular,Science Fiction
2021,Halloween Kills,227.825,1585,average,Horror
2021,Halloween Kills,227.825,1585,average,Thriller
2022,The Exorcism of God,226.771,7,not_popular,Horror
2019,Spider-Man: Far From Home,224.034,12176,popular,Action
2019,Spider-Man: Far From Home,224.034,12176,popular,Adventure
2019,Spider-Man: Far From Home,224.034,12176,popular,Science Fiction
2022,Harry Potter 20th Anniversary: Return to Hogwarts,222.907,1105,popular,Documentary
2020,After We Collided,221.992,4481,popular,Romance
2020,After We Collided,221.992,4481,popular,Drama
2022,The Desperate Hour,221.838,21,not_popular,Thriller
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,average,Action
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,average,Animation
2015,Dragon Ball Z: Resurrection 'F',220.049,1361,average,Science Fiction
2021,Seal Team,220.017,126,average,Animation
2021,Seal Team,220.017,126,average,Family
2021,Seal Team,220.017,126,average,Comedy
2009,Knowing,218.406,4251,below_avg,Action
2009,Knowing,218.406,4251,below_avg,Mystery
2009,Knowing,218.406,4251,below_avg,Science Fiction
2009,Knowing,218.406,4251,below_avg,Thriller
2021,Witch Hunt,217.266,145,popular,Fantasy
2021,Witch Hunt,217.266,145,popular,Horror
2021,Witch Hunt,217.266,145,popular,Thriller
2021,Witch Hunt,217.266,145,popular,Drama
2014,The Maze Runner,215.466,14398,popular,Action
2014,The Maze Runner,215.466,14398,popular,Mystery
2014,The Maze Runner,215.466,14398,popular,Science Fiction
2014,The Maze Runner,215.466,14398,popular,Thriller
2021,The Unholy,214.999,1543,average,Horror
2019,Ashfall,212.134,357,average,Action
2019,Ashfall,212.134,357,average,Adventure
2019,Ashfall,212.134,357,average,Thriller
2022,The Sky Is Everywhere,211.618,16,not_popular,Drama
2022,The Sky Is Everywhere,211.618,16,not_popular,Romance
2022,The Sky Is Everywhere,211.618,16,not_popular,Music
2021,Time Is Up,211.613,250,below_avg,Romance
2021,Time Is Up,211.613,250,below_avg,Drama
2021,The Deep House,211.563,527,below_avg,Horror
2015,Boruto: Naruto the Movie,211.071,996,popular,Animation
2015,Boruto: Naruto the Movie,211.071,996,popular,Action
2015,Boruto: Naruto the Movie,211.071,996,popular,Comedy
2002,Harry Potter and the Chamber of Secrets,210.837,17901,popular,Adventure
2002,Harry Potter and the Chamber of Secrets,210.837,17901,popular,Fantasy
2020,Sonic the Hedgehog,210.751,7559,popular,Action
2020,Sonic the Hedgehog,210.751,7559,popular,Science Fiction
2020,Sonic the Hedgehog,210.751,7559,popular,Comedy
2020,Sonic the Hedgehog,210.751,7559,popular,Family
2017,Coco,210.527,15355,popular,Family
2017,Coco,210.527,15355,popular,Animation
2017,Coco,210.527,15355,popular,Fantasy
2017,Coco,210.527,15355,popular,Music
2017,Coco,210.527,15355,popular,Comedy
2017,Coco,210.527,15355,popular,Adventure
2017,Ava,210.438,130,below_avg,Drama
2014,Fury,210.26,9757,popular,War
2014,Fury,210.26,9757,popular,Drama
2014,Fury,210.26,9757,popular,Action
2021,Don't Breathe 2,209.059,1490,popular,Thriller
2021,Don't Breathe 2,209.059,1490,popular,Horror
2021,Matando Cabos 2: La Máscara del Máscara,209.018,70,popular,Action
2021,Matando Cabos 2: La Máscara del Máscara,209.018,70,popular,Comedy
2021,Matando Cabos 2: La Máscara del Máscara,209.018,70,popular,Adventure
2020,Monster Hunter,208.742,2460,average,Action
2020,Monster Hunter,208.742,2460,average,Fantasy
2020,Monster Hunter,208.742,2460,average,Adventure
2014,The Last: Naruto the Movie,208.37,1139,popular,Action
2014,The Last: Naruto the Movie,208.37,1139,popular,Romance
2014,The Last: Naruto the Movie,208.37,1139,popular,Animation
2017,Spider-Man: Homecoming,207.817,18174,popular,Action
2017,Spider-Man: Homecoming,207.817,18174,popular,Adventure
2017,Spider-Man: Homecoming,207.817,18174,popular,Science Fiction
2017,Spider-Man: Homecoming,207.817,18174,popular,Drama
2022,Bigbug,207.027,176,not_popular,Science Fiction
2022,Bigbug,207.027,176,not_popular,Comedy
2002,Spider-Man,206.376,15336,popular,Fantasy
2002,Spider-Man,206.376,15336,popular,Action
2019,Avengers: Endgame,205.308,20521,popular,Adventure
2019,Avengers: Endgame,205.308,20521,popular,Science Fiction
2019,Avengers: Endgame,205.308,20521,popular,Action
2021,Old,205.157,2288,average,Thriller
2021,Old,205.157,2288,average,Mystery
2021,Old,205.157,2288,average,Horror
2011,Real Steel,203.843,6561,average,Action
2011,Real Steel,203.843,6561,average,Science Fiction
2011,Real Steel,203.843,6561,average,Drama
2022,Love and Leashes,203.743,68,below_avg,Romance
2022,Love and Leashes,203.743,68,below_avg,Comedy
2019,After,203.008,6973,popular,Romance
2019,After,203.008,6973,popular,Drama
2021,The Forever Purge,202.704,1652,popular,Horror
2021,The Forever Purge,202.704,1652,popular,Action
2021,The Forever Purge,202.704,1652,popular,Thriller
2022,Tall Girl 2,202.01,127,below_avg,Comedy
2022,Tall Girl 2,202.01,127,below_avg,Drama
2022,Tall Girl 2,202.01,127,below_avg,Romance
2022,Dog,200.253,32,popular,Drama
2022,Dog,200.253,32,popular,Comedy
2007,I Am Legend,199.248,13042,popular,Drama
2007,I Am Legend,199.248,13042,popular,Science Fiction
2007,I Am Legend,199.248,13042,popular,Thriller
2007,Naruto Shippuden the Movie,198.011,418,popular,Animation
2007,Naruto Shippuden the Movie,198.011,418,popular,Action
2007,Naruto Shippuden the Movie,198.011,418,popular,Fantasy
2021,Tom & Jerry,197.721,1948,average,Comedy
2021,Tom & Jerry,197.721,1948,average,Family
2021,Tom & Jerry,197.721,1948,average,Animation
2022,Against the Ice,195.989,117,average,Adventure
2022,Against the Ice,195.989,117,average,History
2022,Against the Ice,195.989,117,average,Drama
